PooledFundId,AllocationSourceId,AllocationYear,AdminLocation1,AdminLocation1Latitude,AdminLocation1Longitude,AdminLocation1Budget,FundType
24,4,2019,District Autonome De Yamoussoukro,6.869145,-5.2823277,,1
24,4,2019,Gbeke,7.7002859,-5.097905405,,1
24,4,2019,Me,5.932282,-3.755490982,,1
24,4,2020,Agneby-Tiassa,5.96850155,-4.542047925,,1
24,4,2020,Bafing,8.457986,-7.422836878,,1
24,4,2020,Bagoue,9.896245,-6.448633003,,1
24,4,2020,District Autonome De Yamoussoukro,6.869145,-5.2823277,,1
24,4,2020,Gbeke,7.7002859,-5.097905405,,1
24,4,2020,Me,5.932282,-3.755490982,,1
24,3,2015,Me,5.932282,-3.755490982,,1
24,3,2019,Agneby-Tiassa,5.96850155,-4.542047925,,1
24,3,2019,Bafing,8.457986,-7.422836878,,1
24,3,2019,Bagoue,9.896245,-6.448633003,,1
24,3,2019,Bere,8.42577695,-6.015017601,,1
24,3,2019,Bounkani,9.07995705,-3.329365216,,1
24,3,2019,District Autonome De Yamoussoukro,6.869145,-5.2823277,,1
24,3,2019,Haut-Sassandra,7.03047155,-6.618953318,,1
24,3,2019,Indenie-Djuablin,6.62164545,-3.468957776,,1
24,3,2019,Me,5.932282,-3.755490982,,1
24,3,2019,Sud-Comoe,5.6832478,-3.174296055,,1
36,3,2019,Oromia,7.50798643,38.7652127,,1
36,3,2019,Somali,6.93277841,43.32988331,,1
40,4,2020,Ashanti,6.8003319,.5188142,,1
40,4,2020,Central,5.3203951,-2.0334832,,1
45,4,2018,Artibonite,19.38363485,-72.34174434,,1
45,4,2018,Centre,19.00959214,-71.98452022,,1
45,4,2018,Nippes,18.2239296,-73.0144588,,1
52,3,2018,Baringo,0.72444025,36.02014194,,1
52,3,2018,Garissa,-0.52360305,40.35638691,,1
52,3,2018,Isiolo,1.00606005,38.74789539,,1
52,3,2018,Kilifi,-3.15073925,39.67507159,,1
52,3,2018,Kisumu,-0.1029109,34.7541761,,1
52,3,2018,Mandera,3.2285332,40.70561647,,1
52,3,2018,Tana River,.53651195,39.55083745,,1
52,3,2018,Turkana,3.52559005,36.07450616,,1
52,3,2020,Busia,0.3712048,34.26479521,,1
52,3,2020,Garissa,-0.52360305,40.35638691,,1
52,3,2020,Isiolo,1.00606005,38.74789539,,1
52,3,2020,Kakamega,0.4957104,34.80154886,,1
52,3,2020,Kilifi,-3.15073925,39.67507159,,1
52,3,2020,Kisumu,-0.1029109,34.7541761,,1
52,3,2020,Mandera,3.2285332,40.70561647,,1
52,3,2020,Siaya,-0.06040135,34.20013501,,1
52,3,2020,Taita Taveta,-3.4178355,38.36706763,,1
52,3,2020,Tana River,.53651195,39.55083745,,1
52,3,2020,Turkana,3.52559005,36.07450616,,1
52,3,2020,Wajir,1.9394402,40.02449393,,1
52,3,2021,Busia,0.3712048,34.26479521,,1
52,3,2021,Garissa,-0.52360305,40.35638691,,1
52,3,2021,Isiolo,1.00606005,38.74789539,,1
52,3,2021,Kakamega,0.4957104,34.80154886,,1
52,3,2021,Kilifi,-3.15073925,39.67507159,,1
52,3,2021,Kisumu,-0.1029109,34.7541761,,1
52,3,2021,Mandera,3.2285332,40.70561647,,1
52,3,2021,Siaya,-0.06040135,34.20013501,,1
52,3,2021,Taita Taveta,-3.4178355,38.36706763,,1
52,3,2021,Tana River,.53651195,39.55083745,,1
52,3,2021,Turkana,3.52559005,36.07450616,,1
52,3,2021,Wajir,1.9394402,40.02449393,,1
52,3,2022,Busia,0.3712048,34.26479521,,1
52,3,2022,Garissa,-0.52360305,40.35638691,,1
52,3,2022,Isiolo,1.00606005,38.74789539,,1
52,3,2022,Kakamega,0.4957104,34.80154886,,1
52,3,2022,Kilifi,-3.15073925,39.67507159,,1
52,3,2022,Kisumu,-0.1029109,34.7541761,,1
52,3,2022,Mandera,3.2285332,40.70561647,,1
52,3,2022,Siaya,-0.06040135,34.20013501,,1
52,3,2022,Taita Taveta,-3.4178355,38.36706763,,1
52,3,2022,Tana River,.53651195,39.55083745,,1
52,3,2022,Turkana,3.52559005,36.07450616,,1
52,3,2022,Wajir,1.9394402,40.02449393,,1
26,3,2019,Jagang,40.7198536,126.539056,,1
26,3,2019,Kangwon,38.8354349,127.5146547,,1
26,3,2019,Nampo,38.7367448,125.4115285,,1
26,3,2019,North Hwanghae,38.5709632,126.2465723,,1
26,3,2019,North Pyongan,40.0642847,125.2356222,,1
26,3,2020,Jagang,40.7198536,126.539056,,1
26,3,2020,Kangwon,38.8354349,127.5146547,,1
26,3,2020,Nampo,38.7367448,125.4115285,,1
26,3,2020,North Hwanghae,38.5709632,126.2465723,,1
26,3,2020,North Pyongan,40.0642847,125.2356222,,1
26,3,2021,Jagang,40.7198536,126.539056,,1
26,3,2021,Kangwon,38.8354349,127.5146547,,1
26,3,2021,Nampo,38.7367448,125.4115285,,1
26,3,2021,North Hwanghae,38.5709632,126.2465723,,1
26,3,2021,North Pyongan,40.0642847,125.2356222,,1
57,3,2020,Bomi,6.868703,0.824815,,1
59,4,2019,Analanjirofo,6.317265,49.49149102,,1
59,4,2019,Androy,-24.6805968,45.52438057,,1
59,4,2019,Anosy,-24.0624748,46.2617665,,1
59,4,2019,Atsimo Andrefana,-23.0907053,44.40133258,,1
59,4,2019,Atsimo Atsinanana,-23.22352375,47.28351755,,1
59,4,2019,Atsinanana,8.9771559,48.87421409,,1
59,4,2019,Betsiboka,7.095744,47.26007087,,1
59,4,2019,Boeny,6.23492785,46.12926718,,1
59,4,2019,Diana,3.2043844,49.1111434,,1
59,4,2019,Haute Matsiatra,-21.46906375,46.46634965,,1
59,4,2019,Ihorombe,-22.6327896,46.09956582,,1
59,4,2019,Itasy,9.0535322,46.99220107,,1
59,4,2019,Melaky,7.75414815,44.97900517,,1
59,4,2019,Menabe,-20.03559335,45.10848883,,1
59,4,2019,Sava,4.2938722,49.7734024,,1
59,3,2020,Alaotra Mangoro,8.0186831,48.35493626,,1
59,3,2020,Amoron I Mania,-20.4591292,46.72639219,,1
59,3,2020,Analamanga,8.6000004,47.51310022,,1
59,3,2020,Analanjirofo,6.317265,49.49149102,,1
59,3,2021,Alaotra Mangoro,8.0186831,48.35493626,,1
59,3,2021,Amoron I Mania,-20.4591292,46.72639219,,1
59,3,2021,Analamanga,8.6000004,47.51310022,,1
59,3,2021,Analanjirofo,6.317265,49.49149102,,1
60,3,2020,Central,5.3203951,-2.0334832,,1
61,4,2017,Gao,16.2788129,-0.0412392,,1
61,4,2017,Kidal,19.802089,0.725312457,,1
61,4,2017,Mopti,14.514489,-3.64645806,,1
61,4,2017,Tombouctou,16.7719091,-3.0087272,,1
61,4,2018,Gao,16.2788129,-0.0412392,,1
61,4,2018,Mopti,14.514489,-3.64645806,,1
61,4,2018,Tombouctou,16.7719091,-3.0087272,,1
61,4,2019,Gao,16.2788129,-0.0412392,,1
61,4,2019,Mopti,14.514489,-3.64645806,,1
61,4,2019,Tombouctou,16.7719091,-3.0087272,,1
61,3,2019,Bamako,12.61326555,-7.984739136,,1
61,3,2019,Gao,16.2788129,-0.0412392,,1
61,3,2019,Kayes,13.8001844,0.22455481,,1
61,3,2019,Koulikoro,13.48200225,-7.616857002,,1
61,3,2019,Mopti,14.514489,-3.64645806,,1
61,3,2019,Sikasso,11.482629,-6.860785463,,1
61,3,2019,Tombouctou,16.7719091,-3.0087272,,1
66,3,2019,Cabo Delgado,2.4254942,39.4168743,,1
66,3,2019,Nampula,4.966969,39.2707752,,1
71,3,2020,Diffa,15.865877,13.217075,,1
71,3,2020,Tahoua,15.770853,5.247552,,1
72,3,2018,Anambra,6.2183136,6.9531842,,1
72,3,2018,Bayelsa,4.7629786,6.028898,,1
72,3,2018,Delta,5.5273061,6.1784167,,1
72,3,2018,Kogi,7.7949602,6.6868669,,1
72,3,2018,Niger,9.9326083,5.6511088,,1
72,3,2018,Rivers,4.8416028,6.8604088,,1
74,4,2019,Balochistan,28.3272,65.8931,,1
74,4,2019,Punjab,30.8111,72.1405,,1
74,4,2020,Balochistan,28.3272,65.8931,,1
74,4,2020,Punjab,30.8111,72.1405,,1
73,4,2019,Deir Al-Balah,,,,1
73,4,2019,Gaza,-23.328398,32.8066057,,1
73,4,2019,Khan Younis,,,,1
73,4,2019,North Gaza,,,,1
73,4,2019,Rafah,,,,1
87,4,2020,Awdal,10.602,43.349,,1
87,4,2020,Bakool,4.28,43.807,,1
87,3,2018,Awdal,10.602,43.349,,1
87,3,2018,Bari,10.648,50.232,,1
87,3,2018,Mudug,6.491,48.01,,1
87,3,2018,Sanaag,10.259,47.483,,1
87,3,2018,Sool,8.724,47.529,,1
87,3,2019,Awdal,10.602,43.349,,1
87,3,2019,Bakool,4.28,43.807,,1
87,3,2019,Banadir,2.115,45.467,,1
87,3,2019,Bari,10.648,50.232,,1
87,3,2019,Bay,2.676,43.738,,1
87,3,2019,Galgaduud,5.265,46.647,,1
87,3,2019,Hiraan,4.223,45.376,,1
87,3,2019,Lower Juba,0.051,41.596,,1
87,3,2019,Lower Shabelle,1.749,44.391,,1
87,3,2019,Middle Juba,1.451,42.638,,1
87,3,2020,Awdal,10.602,43.349,,1
87,3,2020,Bakool,4.28,43.807,,1
87,3,2020,Banadir,2.115,45.467,,1
87,3,2020,Bari,10.648,50.232,,1
87,3,2020,Bay,2.676,43.738,,1
87,3,2020,Galgaduud,5.265,46.647,,1
87,3,2020,Hiraan,4.223,45.376,,1
87,3,2020,Lower Juba,0.051,41.596,,1
87,3,2020,Lower Shabelle,1.749,44.391,,1
87,3,2020,Middle Juba,1.451,42.638,,1
91,3,2020,Aleppo,36.206013,37.15242,,1
91,3,2020,Idleb,35.929008,36.635276,,1
105,4,2020,Abyan,13.6955485,46.50340692,,1
105,3,2018,Abyan,13.6955485,46.50340692,,1
105,3,2018,Aden,12.84865928,45.00201169,,1
105,3,2018,Al Hudaydah,15.00062889,43.04031959,,1
105,3,2018,Lahj,12.96593663,44.41733354,,1
105,3,2018,Taizz,13.39753802,43.68772167,,1
88,3,2019,Jonglei,7.1819619,32.3560952,,1
88,3,2019,Unity,8.9277211,29.7889248,,1
88,3,2019,Western Bahr el Ghazal,8.6452399,25.2837585,,1
88,3,2019,Western Equatoria,5.3471799,28.299435,,1
88,3,2020,Central Equatoria,4.6144063,31.2626366,,1
88,3,2020,Eastern Equatoria,5.0692995,33.438353,,1
88,3,2020,Jonglei,7.1819619,32.3560952,,1
88,3,2020,Lakes,6.6030799,29.9740534,,1
88,3,2020,Northern Bahr el Ghazal,8.5360449,26.7967849,,1
88,3,2020,Unity,8.9277211,29.7889248,,1
88,3,2020,Upper Nile,9.8894202,32.7181375,,1
88,3,2020,Warrap,8.2209308,28.8596804,,1
33,4,2020,Alexandria,31.199004,29.894378,,1
50,3,2019,Fars,29.299051,53.218456,,1
50,3,2019,Golestan,37.1984436,55.070672,,1
50,3,2019,Ilam,33.1545696,46.7576343,,1
50,3,2019,Khuzestan,31.5535141,49.0077168,,1
50,3,2019,Lorestan,33.5372643,48.2435197,,1
67,3,2018,Kayin,17,97.75,,1
67,3,2018,Mon,16.1667,97.6667,,1
67,3,2018,Rakhine,19.5,94,,1
67,3,2018,Tanintharyi,13,98.75,,1
67,3,2019,Rakhine,19.5,94,,1
98,4,2019,Donetska,48.047609,37.673962,,1
98,4,2019,Luhanska,48.985485,39.017663,,1
1,1,2014,Badakhshan,36.7347725,70.8119953,140367.0708,2
1,1,2014,Badghis,35.1671339,63.7695384,40000.0008,2
1,1,2014,Baghlan,35.8042947,69.2877535,80485.3404,2
1,1,2014,Balkh,36.8909158,67.1894488,152189.6448,2
1,1,2014,Bamyan,34.9073296,67.1894488,192975.8322,2
1,1,2014,Daykundi,33.669495,66.0463534,90000.0308,2
1,1,2014,Faryab,36.0795613,64.905955,197065.5024,2
1,1,2014,Ghazni,33.55,68.416667,40000.0008,2
1,1,2014,Ghor,34.0995776,64.905955,136943.4814,2
1,1,2014,Hilmand,31.3636474,63.9586111,40000.0008,2
1,1,2014,Hirat,34.341944,62.203056,66552.2664,2
1,1,2014,Jawzjan,36.8969692,65.6658568,181456.02,2
1,1,2014,Kabul,34.533333,69.166667,90000.0018,2
1,1,2014,Kandahar,30.9960679,65.475736,40000.0008,2
1,1,2014,Khost,33.3585079,69.8597406,3564916.415,2
1,1,2014,Kunduz,36.8599307,68.7154975,40000.0008,2
1,1,2014,Logar,34.0145518,69.1923916,56423.5644,2
1,1,2014,Nangarhar,34.1718313,70.6216794,80000.0016,2
1,1,2014,Paktika,32.2645386,68.5247149,516000.0064,2
1,1,2014,Paktya,33.706199,69.3831079,40000.0008,2
1,1,2014,Samangan,35.9807296,67.5708536,38433.33,2
1,1,2014,Sar-e-Pul,35.6707473,66.0463534,46828.4472,2
1,1,2014,Takhar,36.6698013,69.4784541,72923.2686,2
1,1,2014,Uruzgan,32.9271287,66.1415263,40000.0008,2
1,1,2015,Badakhshan,36.7347725,70.8119953,1172590.588,2
1,1,2015,Badghis,35.1671339,63.7695384,69841.688,2
1,1,2015,Baghlan,35.8042947,69.2877535,468259.726,2
1,1,2015,Balkh,36.8909158,67.1894488,231025.846,2
1,1,2015,Bamyan,34.9073296,67.1894488,192064.642,2
1,1,2015,Daykundi,33.669495,66.0463534,69841.688,2
1,1,2015,Faryab,36.0795613,64.905955,69841.688,2
1,1,2015,Ghazni,33.55,68.416667,69841.688,2
1,1,2015,Ghor,34.0995776,64.905955,315642.014,2
1,1,2015,Hilmand,31.3636474,63.9586111,69841.688,2
1,1,2015,Hirat,34.341944,62.203056,231025.846,2
1,1,2015,Jawzjan,36.8969692,65.6658568,52381.266,2
1,1,2015,Kabul,34.533333,69.166667,1124248.746,2
1,1,2015,Kandahar,30.9960679,65.475736,231025.846,2
1,1,2015,Kapisa,34.9810572,69.6214562,93122.0037,2
1,1,2015,Khost,33.3585079,69.8597406,69841.688,2
1,1,2015,Kunar,34.8465893,71.097317,258829.4748,2
1,1,2015,Kunduz,36.8599307,68.7154975,69841.688,2
1,1,2015,Nangarhar,34.1718313,70.6216794,674552.4692,2
1,1,2015,Paktika,32.2645386,68.5247149,69841.688,2
1,1,2015,Paktya,33.706199,69.3831079,69841.688,2
1,1,2015,Panjsher,35.883333,69.116667,79326.1513,2
1,1,2015,Parwan,34.9630977,68.8108849,68979.262,2
1,1,2015,Sar-e-Pul,35.6707473,66.0463534,52381.266,2
1,1,2015,Takhar,36.6698013,69.4784541,103468.893,2
1,1,2015,Uruzgan,32.9271287,66.1415263,69841.688,2
1,1,2016,Balkh,36.8909158,67.1894488,127051.693,2
1,1,2016,Hirat,34.341944,62.203056,127051.693,2
1,1,2016,Kabul,34.533333,69.166667,762310.158,2
1,1,2016,Kandahar,30.9960679,65.475736,127051.693,2
1,1,2016,Kunar,34.8465893,71.097317,128205.2172,2
1,1,2016,Laghman,34.6897687,70.1455805,77461.715,2
1,1,2016,Nangarhar,34.1718313,70.6216794,4728554.231,2
1,1,2017,Badghis,35.1671339,63.7695384,400000,2
1,1,2017,Balkh,36.8909158,67.1894488,66817.811,2
1,1,2017,Faryab,36.0795613,64.905955,125083.776,2
1,1,2017,Ghazni,33.55,68.416667,125083.776,2
1,1,2017,Hilmand,31.3636474,63.9586111,525351.8592,2
1,1,2017,Hirat,34.341944,62.203056,120397.4321,2
1,1,2017,Kabul,34.533333,69.166667,342236.2574,2
1,1,2017,Kandahar,30.9960679,65.475736,306136.1859,2
1,1,2017,Kunar,34.8465893,71.097317,250167.552,2
1,1,2017,Kunduz,36.8599307,68.7154975,393745.9978,2
1,1,2017,Laghman,34.6897687,70.1455805,34272.3033,2
1,1,2017,Logar,34.0145518,69.1923916,106624.9436,2
1,1,2017,Nangarhar,34.1718313,70.6216794,341577.6207,2
1,1,2017,Nimroz,31.0261488,62.4504154,10264.061,2
1,1,2017,Paktika,32.2645386,68.5247149,50033.5104,2
1,1,2017,Paktya,33.706199,69.3831079,100226.7165,2
1,1,2017,Takhar,36.6698013,69.4784541,25016.7552,2
1,1,2017,Uruzgan,32.9271287,66.1415263,675452.3904,2
1,1,2017,Wardak,34.3513494,68.2385339,26656.2359,2
1,1,2017,Zabul,32.1918782,67.1894488,75050.2656,2
1,1,2018,Badakhshan,36.7347725,70.8119953,241844.1771,2
1,1,2018,Badghis,35.1671339,63.7695384,7290050.882,2
1,1,2018,Baghlan,35.8042947,69.2877535,53837.7807,2
1,1,2018,Balkh,36.8909158,67.1894488,60789.2195,2
1,1,2018,Bamyan,34.9073296,67.1894488,20364.4839,2
1,1,2018,Daykundi,33.669495,66.0463534,27884.4585,2
1,1,2018,Farah,32.495328,62.2626627,175361.2785,2
1,1,2018,Faryab,36.0795613,64.905955,629369.9655,2
1,1,2018,Ghazni,33.55,68.416667,53837.7807,2
1,1,2018,Ghor,34.0995776,64.905955,1130032.57,2
1,1,2018,Hilmand,31.3636474,63.9586111,887283.1367,2
1,1,2018,Hirat,34.341944,62.203056,14392396.82,2
1,1,2018,Jawzjan,36.8969692,65.6658568,578940.9994,2
1,1,2018,Kabul,34.533333,69.166667,108417.3302,2
1,1,2018,Kandahar,30.9960679,65.475736,815748.5405,2
1,1,2018,Kapisa,34.9810572,69.6214562,20364.4839,2
1,1,2018,Khost,33.3585079,69.8597406,20364.4839,2
1,1,2018,Kunar,34.8465893,71.097317,28732.8081,2
1,1,2018,Kunduz,36.8599307,68.7154975,180286.4091,2
1,1,2018,Laghman,34.6897687,70.1455805,37101.1323,2
1,1,2018,Logar,34.0145518,69.1923916,20364.4839,2
1,1,2018,Nangarhar,34.1718313,70.6216794,95679.4017,2
1,1,2018,Nimroz,31.0261488,62.4504154,310775.5848,2
1,1,2018,Nuristan,35.3250223,70.9071236,459570.6406,2
1,1,2018,Paktika,32.2645386,68.5247149,20364.4839,2
1,1,2018,Paktya,33.706199,69.3831079,20364.4839,2
1,1,2018,Panjsher,35.883333,69.116667,20364.4839,2
1,1,2018,Parwan,34.9630977,68.8108849,20364.4839,2
1,1,2018,Samangan,35.9807296,67.5708536,265007.1039,2
1,1,2018,Sar-e-Pul,35.6707473,66.0463534,682179.4103,2
1,1,2018,Takhar,36.6698013,69.4784541,490676.3768,2
1,1,2018,Uruzgan,32.9271287,66.1415263,669358.6574,2
1,1,2018,Wardak,34.3513494,68.2385339,20364.4839,2
1,1,2018,Zabul,32.1918782,67.1894488,322452.9651,2
1,1,2019,Badakhshan,36.7347725,70.8119953,3054449.74,2
1,1,2019,Badghis,35.1671339,63.7695384,3766228.16,2
1,1,2019,Baghlan,35.8042947,69.2877535,203930.79,2
1,1,2019,Balkh,36.8909158,67.1894488,850983.39,2
1,1,2019,Bamyan,34.9073296,67.1894488,1134138,2
1,1,2019,Daykundi,33.669495,66.0463534,1239589.32,2
1,1,2019,Farah,32.495328,62.2626627,779446.7,2
1,1,2019,Faryab,36.0795613,64.905955,1276901.71,2
1,1,2019,Ghazni,33.55,68.416667,2179397.96,2
1,1,2019,Ghor,34.0995776,64.905955,2329928.32,2
1,1,2019,Hilmand,31.3636474,63.9586111,1166225.83,2
1,1,2019,Hirat,34.341944,62.203056,7847434.62,2
1,1,2019,Jawzjan,36.8969692,65.6658568,144187.35,2
1,1,2019,Kabul,34.533333,69.166667,2521203.67,2
1,1,2019,Kandahar,30.9960679,65.475736,1736517.19,2
1,1,2019,Kapisa,34.9810572,69.6214562,40800,2
1,1,2019,Khost,33.3585079,69.8597406,968053.98,2
1,1,2019,Kunar,34.8465893,71.097317,256850.72,2
1,1,2019,Kunduz,36.8599307,68.7154975,1124781.81,2
1,1,2019,Laghman,34.6897687,70.1455805,353294.56,2
1,1,2019,Logar,34.0145518,69.1923916,123972.83,2
1,1,2019,Nangarhar,34.1718313,70.6216794,2626530.51,2
1,1,2019,Nimroz,31.0261488,62.4504154,1022637.2,2
1,1,2019,Nuristan,35.3250223,70.9071236,763100.91,2
1,1,2019,Paktika,32.2645386,68.5247149,682561.74,2
1,1,2019,Paktya,33.706199,69.3831079,638776.09,2
1,1,2019,Parwan,34.9630977,68.8108849,1349118.77,2
1,1,2019,Samangan,35.9807296,67.5708536,860540.15,2
1,1,2019,Sar-e-Pul,35.6707473,66.0463534,647523.27,2
1,1,2019,Takhar,36.6698013,69.4784541,1052866.22,2
1,1,2019,Uruzgan,32.9271287,66.1415263,480906.13,2
1,1,2019,Wardak,34.3513494,68.2385339,1115420.28,2
1,1,2019,Zabul,32.1918782,67.1894488,123948.24,2
1,1,2020,Badakhshan,36.7347725,70.8119953,1685413.28,2
1,1,2020,Badghis,35.1671339,63.7695384,1522809.96,2
1,1,2020,Baghlan,35.8042947,69.2877535,239904.88,2
1,1,2020,Balkh,36.8909158,67.1894488,3468901.3,2
1,1,2020,Bamyan,34.9073296,67.1894488,729418.73,2
1,1,2020,Daykundi,33.669495,66.0463534,2060937.85,2
1,1,2020,Farah,32.495328,62.2626627,545524.79,2
1,1,2020,Faryab,36.0795613,64.905955,761045.82,2
1,1,2020,Ghazni,33.55,68.416667,378305.29,2
1,1,2020,Ghor,34.0995776,64.905955,3558596.77,2
1,1,2020,Hilmand,31.3636474,63.9586111,383436.62,2
1,1,2020,Hirat,34.341944,62.203056,9163244.88,2
1,1,2020,Jawzjan,36.8969692,65.6658568,789665.73,2
1,1,2020,Kabul,34.533333,69.166667,10944022.23,2
1,1,2020,Kandahar,30.9960679,65.475736,3126263.79,2
1,1,2020,Kapisa,34.9810572,69.6214562,497683.09,2
1,1,2020,Khost,33.3585079,69.8597406,1380436.81,2
1,1,2020,Kunar,34.8465893,71.097317,531715.89,2
1,1,2020,Kunduz,36.8599307,68.7154975,2957017.74,2
1,1,2020,Laghman,34.6897687,70.1455805,564178.3,2
1,1,2020,Logar,34.0145518,69.1923916,175236.23,2
1,1,2020,Nangarhar,34.1718313,70.6216794,3807202.34,2
1,1,2020,Nimroz,31.0261488,62.4504154,948540.67,2
1,1,2020,Nuristan,35.3250223,70.9071236,1184883.91,2
1,1,2020,Paktika,32.2645386,68.5247149,925156.07,2
1,1,2020,Paktya,33.706199,69.3831079,274373.58,2
1,1,2020,Panjsher,35.883333,69.116667,88440,2
1,1,2020,Parwan,34.9630977,68.8108849,452864.92,2
1,1,2020,Samangan,35.9807296,67.5708536,1114179.18,2
1,1,2020,Takhar,36.6698013,69.4784541,1058380.99,2
1,1,2020,Uruzgan,32.9271287,66.1415263,113983.64,2
1,1,2020,Wardak,34.3513494,68.2385339,71099.98,2
