PFId,AllNm,PrjCode,OPSCodeAgg,EmgAgg,AllYr,AllSrc,OrgNm,OrgTypeId,PrjTitle,AStrDt,AEndDt,PrjDur,PrgBdg,BgdDC,BdgSC,PrjSubDt,BenAgg,PrjGM,PrjStsNm,PrjStsId,PrjStsCode,PartCode,ApprDt
15,2019 - SHF Reserve for Emergencies,SUD-19/HSD20/RE/H/UN/14147,,,2019,1,United Nations Population Fund,3,Provision of live-saving Sexual and Reproductive Health - SRH Services in flood affected areas Sudan,10/1/2019 12:00:00 AM,9/30/2020 12:00:00 AM,12 Months,498523.1,465909.5,0,9/18/2019 3:39:48 PM,5063##15188##1688##5061,"4- Likely to contribute to gender equality, including across age groups",Project Closure,182,PRJ_UND_CLSR,19171.9260,10/10/2019 9:56:57 AM
15,2019 - SHF Reserve for Emergencies,SUD-19/HSD20/RE/H-WASH/UN/14047,,,2019,1,World Health Organization,3,"Access to life-saving health services and response to, and prevention of cholera outbreak  for the communities affected by floods and other vulnerabilities in 17 states of Sudan.",9/20/2019 12:00:00 AM,9/30/2020 12:00:00 AM,"12 Months, 11 Days",3000000,2508478,295260,9/26/2019 7:09:01 AM,722742##693286##154767##147137,"4- Likely to contribute to gender equality, including across age groups",Project Closure,182,PRJ_UND_CLSR,20977.9770,10/10/2019 10:58:51 AM
15,2019 - SHF Reserve for Emergencies,SUD-19/HSD20/RE/N/NGO/14293,,,2019,1,Almanar Voluntary Organization,1,Nutrition response to floods affected population in Mayo and Wadramli in Khartoum state,10/27/2019 12:00:00 AM,11/30/2020 12:00:00 AM,"13 Months, 4 Days",201337.4,175001,13164.8,10/13/2019 7:13:05 AM,4825##5426##2450##2550,"4- Likely to contribute to gender equality, including across age groups",Project Closure,171,PRJ_PRJ_CLS,1528.1970,11/25/2019 1:14:58 PM
15,2019 - SHF Reserve for Emergencies,SUD-19/HSD20/RE/P/INGO/13953,,,2019,1,Save the Children International,2,Protection and recovery of girls and boys affected by insecurity in Khartoum state,10/10/2019 12:00:00 AM,1/26/2020 12:00:00 AM,3 Months 17 Days,486935.6,382017.3,93320.04,9/7/2019 11:28:20 AM,2499##2499##4998##5000,"4- Likely to contribute to gender equality, including across age groups",Project Closure,171,PRJ_PRJ_CLS,15837.6780,10/14/2019 10:42:35 AM
15,2019 - SHF Reserve for Emergencies,SUD-19/HSD20/RE/WASH/INGO/14038,,,2019,1,Save the Children International,2,life-saving WASH interventions for flood affected population in Al Kuma town - North Darfur State,10/10/2019 12:00:00 AM,6/9/2020 12:00:00 AM,8 Months,250000,175684,57960.86,9/15/2019 2:10:22 PM,1010##1052##972##1011,"4- Likely to contribute to gender equality, including across age groups",Project Closure,171,PRJ_PRJ_CLS,15837.6780,10/23/2019 11:55:49 AM
15,2019 - SHF Reserve for Emergencies,SUD-19/HSD20/RE/WASH/INGO/14149,,,2019,1,Islamic Relief Worldwide,2,Public Awareness Campaign in Cholera-Affected Populations in Sinnar and  Blue Nile States,10/27/2019 12:00:00 AM,8/31/2020 12:00:00 AM,"10 Months, 5 Days",312438.8,245173,46825.8,9/19/2019 8:21:38 AM,29196##32686##10178##13616,"4- Likely to contribute to gender equality, including across age groups",Project Closure,171,PRJ_PRJ_CLS,9724.8900,11/18/2019 7:39:56 AM
15,2019 - SHF Reserve for Emergencies,SUD-19/HSD20/RE/WASH/INGO/14154,,,2019,1,Cooperazione Internazionale - COOPI,2,Emergency intervention to restore access to safe water and improve hygiene and sanitation to floods affected communities in Kassala State,10/10/2019 12:00:00 AM,11/30/2020 12:00:00 AM,"13 Months, 21 Days",350000,307667,19435.84,9/20/2019 9:34:35 AM,10346##17880##9403##9407,"4- Likely to contribute to gender equality, including across age groups",Project Closure,171,PRJ_PRJ_CLS,4167.8100,10/14/2019 10:44:31 AM
15,2019 - SHF Reserve for Emergencies,SUD-19/HSD20/RE/WASH/INGO/14206,,,2019,1,Islamic Relief Worldwide,2,Integrated WASH assistance to the flood affected people in White Nile and Blue Nile.,10/27/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"12 Months, 5 Days",459623.1,351200,78354.3,10/12/2019 5:57:13 PM,11480##13520##4893##5607,"4- Likely to contribute to gender equality, including across age groups",Project Closure,171,PRJ_PRJ_CLS,9724.8900,11/18/2019 7:49:35 AM
15,2019 - SHF Reserve for Emergencies,SUD-19/HSD20/RE/WASH/NGO/14143,,,2019,1,Alsalam Organization for Rehabilitation and Development,1,Response to Cholera Outbreak in Blue Nile state,11/1/2019 12:00:00 AM,10/31/2020 12:00:00 AM,12 Months,249998,229643,4000,10/12/2019 9:29:50 AM,2393##2494##3593##3740,"4- Likely to contribute to gender equality, including across age groups",Project Closure,171,PRJ_PRJ_CLS,42928.4430,11/13/2019 1:10:13 PM
15,2019 - SHF Reserve for Emergencies,SUD-19/HSD20/RE/WASH/NGO/14398,,,2019,1,Global Aid Hand,1,SHF Reserve for Emergency (RfE) to respond to post-floods situation in Khartoum State,11/6/2019 12:00:00 AM,12/31/2020 12:00:00 AM,"13 Months, 26 Days",199983,185640,1260,10/27/2019 2:00:21 PM,25480##38220##10920##16380,"4- Likely to contribute to gender equality, including across age groups",Implementation,294,PRJ_UND_FINAL_RPT,46262.6910,11/20/2019 7:51:37 AM
15,2019 - SHF Reserve for Emergencies,SUD-19/HSD20/RE/WASH/UN/14134,,,2019,1,International Organization for Migration,3,Provision of lifesaving Water Sanitation and Hygiene (WASH) Supplies to flood affected communities within areas at risk of waterborne disease outbreaks in Sudan.,9/25/2019 12:00:00 AM,9/30/2020 12:00:00 AM,"12 Months, 6 Days",300000.2,218214,62160,9/19/2019 9:58:32 PM,7500##9900##6300##6300,"3- Likely to contribute to gender equality, but without attention to age groups",Implementation,294,PRJ_UND_FINAL_RPT,9169.1820,10/10/2019 9:51:18 AM
15,2019 - SHF Reserve for Emergencies,SUD-19/HSD20/RE/WASH-FSL-E/INGO/14397,,,2019,1,Triangle Génération Humanitaire,2,Strengthen the improvement of the access to sustainable WASH and education services as well as livelihood opportunities through inclusive approach for protracted affected people living in Kreinik camp,12/15/2019 12:00:00 AM,4/30/2021 12:00:00 AM,"16 Months, 16 Days",650000,421819,185657.6,10/27/2019 2:26:35 PM,8150##8558##11817##12225,"4- Likely to contribute to gender equality, including across age groups",Project Closure,171,PRJ_PRJ_CLS,18060.5100,1/16/2020 12:42:04 PM
15,2019 - SHF Reserve for Emergencies,SUD-19/HSD20/RE/WASH-H/UN/14136,,,2019,1,United Nations Children's Fund,3,Lifesaving supplies and interventions for AWD/cholera and floods-affected children and communities.,9/20/2019 12:00:00 AM,3/19/2020 12:00:00 AM,6 Months,2406916,2249454,0,9/22/2019 8:35:06 AM,556854##578638##579586##602254,"4- Likely to contribute to gender equality, including across age groups",Implementation,294,PRJ_UND_FINAL_RPT,19866.5610,10/10/2019 1:21:30 PM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/E/INGO/12985,,,2019,2,Catholic Relief Services,2,"Provision of Basic Education Services, including WASH in Schools, for Returnees, IDPs, and Host Communities in Rokero, Golo, Nertiti Localities of Jebel Marra",7/15/2019 12:00:00 AM,7/14/2020 12:00:00 AM,12 Months,557964.3,431840.9,89621.04,4/22/2019 6:49:44 AM,718##674##3218##4111,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,4584.5910,7/24/2019 8:32:45 AM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/E/NGO/12988,,,2019,2,Peace Bridge Association,1,"Saving Access to Education Services for the most Affected and Vulnerable new IDPs Children in new accessible areas at 4 basic schools at Deribat Admin Unit, East Jebel Marra Locality (EJML), South Darfur State (Envelope 1).",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",215911.9,182418.8,19368,4/22/2019 6:11:31 AM,54##36##1312##1212,1- Unlikely to contribute to gender equality (no gender equality measure and no age consideration),Project Closure,173,PRJ_PRJ_CLS,46123.7640,7/18/2019 12:42:36 PM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/E-FSL-H-N-P/INGO/12804,,,2019,2,Plan International,2,"Multi-sectoral Assistance for IDPs, Returnees and Host communities in Tawilla, Elfasher and Kutum localities in North Darfur",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",2157631,2002123,108235.4,4/17/2019 11:59:59 PM,17938##42287##26278##27984,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,47235.1800,7/25/2019 12:03:03 PM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/E-P/NGO/12817,,,2019,2,Alsalam Organization for Rehabilitation and Development,1,"Improving the effectiveness of life-Saving, child protection and quality education for IDPs host communities and Refugees in West Kordofan States.",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",399884.7,373724,0,4/21/2019 1:03:10 PM,668##692##1960##2040,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,42928.4430,7/18/2019 12:30:17 PM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/E-P/UN/12906,,,2019,2,United Nations Children's Fund,3,Supporting access to education and lifesaving child protection support to conflict affected children in West Darfur,7/15/2019 12:00:00 AM,1/31/2021 12:00:00 AM,"18 Months, 17 Days",465644.1,435181.4,0,4/21/2019 12:00:19 PM,100##100##1500##1500,"3- Likely to contribute to gender equality, but without attention to age groups",Implementation,293,PRJ_UND_FINAL_RPT,19866.5610,7/3/2019 3:23:42 PM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/FSL/INGO/12847,,,2019,2,Concern Worldwide,2,"Provide life-saving humanitarian services for the most vulnerable population in  El Geneina, and Sirba Localities, in West Darfur State",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",273240.6,173192,82173,4/21/2019 11:13:48 PM,2347##3039##2433##2181,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,4862.4450,7/25/2019 7:32:15 AM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/FSL/INGO/12987,,,2019,2,Vétérinaires sans Frontières (Germany),2,"Nutrition and Protection Sensitive Livelihood Based Emergency Response for Vulnerable Community in El Genaina, and Sirba Localities of West Darfur State",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",556640.4,479777.2,40447.5,4/22/2019 12:59:10 AM,10080##13920##11520##12480,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,28063.2540,7/24/2019 12:44:31 PM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/FSL/INGO/13001,,,2019,2,Catholic Relief Services,2,Building Communities’ Resilience and Strengthening Gender Equity through a FSL Intervention in Red Sea State – Haya and El Qaneb Localities,7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",314422.3,266165,27687.6,4/22/2019 6:50:10 AM,14000##14000##18500##18500,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,4584.5910,7/24/2019 8:34:32 AM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/FSL/NGO/12854,,,2019,2,Jasmar Human Security Organization,1,Lifesaving food security for vulnerable  host communities in Kosti locality WN state,7/15/2019 12:00:00 AM,2/15/2020 12:00:00 AM,"7 Months, 1 Days",210224.5,196471.5,0,4/22/2019 6:36:04 AM,8752##7056##3740##4799,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,31953.2100,7/16/2019 11:02:45 AM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/FSL/NGO/12858,,,2019,2,Business and Professional Women Voluntary Organization,1,Improve livelihood and Food Security of Newly IDPs and Food Insecure Host Communities in Alfashir administration unit in Alfashir locality in North Darfur State,7/15/2019 12:00:00 AM,3/31/2020 12:00:00 AM,"8 Months, 17 Days",214000,200000,0,4/21/2019 8:17:54 PM,320##480##1000##2200,"4- Likely to contribute to gender equality, including across age groups",Project Closure,105,PRJ_UND_AUD,45290.2020,7/24/2019 8:54:08 AM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/FSL-WASH/INGO/12939,,,2019,2,Triangle Génération Humanitaire,2,"Integrated  multi-sectorial response to emergency and early recovery situations regarding  water, hygiene and sanitation and access to food and livelihood for IDPs, returnees and vulnerable HH in Golo locality, Central Jebel Marra, under allocation envelope 1",7/15/2019 12:00:00 AM,12/31/2020 12:00:00 AM,"17 Months, 17 Days",500000,340779.5,126510.3,4/18/2019 7:07:35 AM,4839##5348##7638##7638,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,18060.5100,7/21/2019 6:21:18 AM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/FSL-WASH/INGO/12959,,,2019,2,Norwegian Church Aid,2,"Emergency Food Security, Water, Sanitation and Hygiene response to South Sudanese Refuges, IDPs, and host communities in Al Radom and Bilel in South Darfur state.",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",559411.1,459834.6,68909.4,4/22/2019 7:52:35 AM,5996##9670##14729##16169,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,12225.5760,7/24/2019 12:44:14 PM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/H-FSL-N-WASH/INGO/12688,,,2019,2,World Relief,2,"Multi-sector and integrated health, nutrition, WASH, food security and livelihoods interventions in Golo, Nertiti and Rokero Localities of Central Darfur state  (Consortium).",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",1830763,1607355,152993.5,4/17/2019 4:06:45 PM,36951##38460##47029##48949,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,21255.8310,7/31/2019 1:51:12 PM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/H-N/INGO/12690,,,2019,2,World Relief,2,Integrated health and nutrition program for vulnerable households in Geneina and Sirba Localities of West Darfur.,7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",506709.7,393920,84108,4/21/2019 5:35:06 PM,13669##14227##17396##18107,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,21255.8310,7/31/2019 1:51:23 PM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/H-N/UN/13038,,,2019,2,World Health Organization,3,"Access to integrated essential health and nutrition services for vulnerable communities in newly accessible villages in East Jabal Mara, South Darfur",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",499983.2,390708,76566,4/22/2019 8:13:23 AM,94868##98883##23902##24347,"4- Likely to contribute to gender equality, including across age groups",Implementation,293,PRJ_UND_FINAL_RPT,20977.9770,6/20/2019 12:39:57 PM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/H-N-FSL/INGO/12726,,,2019,2,American Refugee Committee,2,"Provision of integrated health, nutrition and livelihood services for South Sudanese refugees and host communities in Adilla, El Ferdous and Assalaya in East Darfur state.",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",593220,470610.8,86350.99,4/21/2019 8:21:06 PM,39782##41324##10268##10471,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,1667.1240,7/28/2019 12:29:35 PM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/H-N-FSL/INGO/12848,,,2019,2,Concern Worldwide,2,"Multi-sector response for vulnerable South Sudanese refugees in Meriam and Gubaysh Localities, West Kordofan State",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",604488.4,402488,162454.4,4/22/2019 7:43:24 AM,8843##10613##7429##8485,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,4862.4450,7/28/2019 10:47:58 AM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/H-N-P/UN/13330,,,2019,2,International Organization for Migration,3,"Multisectoral assistance - Health, Nutrition and Protection - for displaced and vulnerable communities in Abyei (PCA) Box",9/10/2019 12:00:00 AM,12/30/2020 12:00:00 AM,"15 Months, 21 Days",619973.5,488334.5,91079.99,7/30/2019 7:35:47 AM,6650##7850##5250##5250,"4- Likely to contribute to gender equality, including across age groups",Project Closure,181,PRJ_UND_CLSR,9169.1820,9/16/2019 3:47:09 PM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/H-N-WASH-FSL/INGO/12717,,,2019,2,American Refugee Committee,2,"Support the provision of basic health, nutrition, livelihoods and WASH services to communities affected by conflict and disasters in Bielel locality, South Darfur state.",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",913571.5,691357.9,167262,4/18/2019 12:14:19 AM,38356##39921##7856##8177,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,1667.1240,7/28/2019 12:29:12 PM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/H-N-WASH-FSL/INGO/12862,,,2019,2,GOAL,2,"Provision of multi-sector lifesaving response for the conflict affected populations of Kutum and Alwaha localities, North Darfur",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",979001.3,718111.7,196842.8,4/21/2019 10:42:31 AM,74066##76971##15133##15751,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,6946.3500,7/23/2019 8:09:27 AM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/L/UN/12724,,,2019,2,World Food Programme,3,United Nation Humanitarian Air Service,6/3/2019 12:00:00 AM,2/2/2020 12:00:00 AM,8 Months,1000000,914855.8,24111.3,4/16/2019 10:40:02 AM,12000##12000##0##0,0- Does not systematically link programming actions,Reporting,293,PRJ_UND_FINAL_RPT,20839.0500,6/2/2019 11:18:57 AM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/N-E-FSL-H-P/INGO/12667,,,2019,2,World Vision Sudan,2,"Integrated multi-sector Consortium project with focus on improving food security and nutritional status through interventions in Livelihood and Food Security, Education, Protection and Health and Nutrition.    Protection:  OPs Code: HSDN19-PRO-CPN-157315-1, GAM: G371920741  Education:  OPs Code: HSDN19-EDU-157276-1,           GAM: G734491844  FSL:           OPs Code: HSDN19-FSC-157270-1,            GAM: G918438353  H/N:           OPs Code: HSDN19-HEA;NUT-157152-1,    GAM: G258611971    ",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",1835156,1750612,11250,5/23/2019 10:56:23 AM,6990##8740##6980##12220,"3- Likely to contribute to gender equality, but without attention to age groups",Project Closure,173,PRJ_PRJ_CLS,21533.6850,7/23/2019 8:26:33 AM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/N-H-P/INGO/12639,,,2019,2,Save the Children International,2,"Integrated Nutrition, Health,  and Protection Services for the Affected Population in Red Sea",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",600000,489308,71439.63,4/22/2019 7:41:40 AM,1616##3356##14653##14704,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,15837.6780,7/24/2019 9:18:29 AM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/P/INGO/12636,,,2019,2,Save the Children International,2,"Child Protection response for displaced children in Jebel Marra localities of Rokero, Golo and Nertiti in Central Darfur and Kutum in ND.",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",450000,311050,109510.8,4/22/2019 7:41:16 AM,1643##1614##2925##3221,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,15837.6780,7/24/2019 9:18:16 AM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/P/INGO/12971,,,2019,2,Danish Refugee Council,2,Enhancing Protective Environments for Vulnerable Populations in Central Darfur,7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",300003.5,243954.2,36422.92,4/21/2019 6:41:56 AM,12712##29591##19031##28603,"3- Likely to contribute to gender equality, but without attention to age groups",Project Closure,173,PRJ_PRJ_CLS,21811.5390,8/13/2019 8:03:04 AM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/P/INGO/13298,,,2019,2,Catholic Agency for Overseas Development (CAFOD),2,"Humanitarian protection response to vulnerable South Sudanese Refugees and Host Communities in Kosti Locality, White Nile",8/1/2019 12:00:00 AM,4/30/2020 12:00:00 AM,9 Months,99993.37,73840,25163.34,7/4/2019 12:09:11 PM,2416##3784##475##1240,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,2361.7590,8/22/2019 1:54:45 PM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/P/NGO/12946,,,2019,2,Alshroog Organization for Social and Culture Development,1,"Strengthening resilience and empowerment of IDPs and vulnerable host community women, girls and boys in East Darfur States.",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",100050.4,87505,6000,4/22/2019 6:19:40 AM,1030##1450##1200##1670,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,39455.2680,7/24/2019 8:35:57 AM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/P/UN/13009,,,2019,2,United Nations Population Fund,3,"Joint Project on Strengthening Lifesaving, Comprehensive, and Multi-Sectoral Prevention and Response to GBV Survivors in Darfur states (East, North, South, West and central)",7/15/2019 12:00:00 AM,10/14/2020 12:00:00 AM,15 Months,655245.4,612378.9,0,4/22/2019 8:45:51 AM,1646##10694##823##3290,"4- Likely to contribute to gender equality, including across age groups",Project Closure,181,PRJ_UND_CLSR,19171.9260,7/3/2019 3:22:36 PM
15,2019 – SHF 1st Round Standard Allocation,SUD-19/HSD20/SA1/WASH/INGO/12868,,,2019,2,International Aid Services,2,"Urgent Life-Saving Water for Drought Stricken and Neglected Qanab Locality, Red Sea State",7/15/2019 12:00:00 AM,10/31/2020 12:00:00 AM,"15 Months, 17 Days",199999.9,156469.4,30446.4,4/21/2019 3:35:47 PM,6683##7799##8037##7981,"4- Likely to contribute to gender equality, including across age groups",Project Closure,173,PRJ_PRJ_CLS,8335.6200,7/16/2019 12:45:13 PM
